Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 53.76      0.65     0.65    51942     0.01     0.02  Vector::dot(Vector&) const
 46.31      1.21     0.56 46361537     0.00     0.00  Vector::operator[](unsigned int)
  0.00      1.21     0.00  1048576     0.00     0.00  std::istream_iterator<double, char, std::char_traits<char>, long>::operator*() const
  0.00      1.21     0.00  1048576     0.00     0.00  std::istream_iterator<double, char, std::char_traits<char>, long>::_M_read()
  0.00      1.21     0.00  1047552     0.00     0.00  std::istream_iterator<double, char, std::char_traits<char>, long>::operator++()
  0.00      1.21     0.00   523776     0.00     0.00  std::setprecision(int)
  0.00      1.21     0.00    96550     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::operator[](unsigned long)
  0.00      1.21     0.00    47693     0.00     0.00  double const& std::min<double>(double const&, double const&)
  0.00      1.21     0.00    46449     0.00     0.00  double const& std::max<double>(double const&, double const&)
  0.00      1.21     0.00     2048     0.00     0.00  Vector::Vector(unsigned int)
  0.00      1.21     0.00     2048     0.00     0.00  Vector::~Vector()
  0.00      1.21     0.00     2048     0.00     0.00  Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&)
  0.00      1.21     0.00     1028     0.00     0.00  operator new(unsigned long, void*)
  0.00      1.21     0.00     1024     0.00     0.00  Vector::get_data()
  0.00      1.21     0.00     1024     0.00     0.02  Vector::magnitude()
  0.00      1.21     0.00     1024     0.00     0.00  Vector::Vector(Vector const&)
  0.00      1.21     0.00     1024     0.00     0.00  Vector::operator/(double)
  0.00      1.21     0.00     1024     0.00     0.00  Vector::operator-(double)
  0.00      1.21     0.00     1024     0.00     0.00  void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector const&>(Vector*, Vector const&)
  0.00      1.21     0.00     1024     0.00     0.00  Vector::mean() const
  0.00      1.21     0.00     1024     0.00     0.00  void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector const&>(std::allocator<Vector>&, Vector*, Vector const&)
  0.00      1.21     0.00     1024     0.00     0.00  std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream_iterator<double, char, std::char_traits<char>, long> const&)
  0.00      1.21     0.00     1024     0.00     0.00  std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream&)
  0.00      1.21     0.00     1024     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&)
  0.00      1.21     0.00     1024     0.00     0.00  Vector* std::__addressof<Vector>(Vector&)
